Timestamp,Apakah Anda bersedia memberikan jawaban dengan jujur dan mengizinkan data yang Anda isi digunakan untuk penelitian ini? ,"1. Tuliskan salah satu status yang pernah Anda unggah di Facebook. 

(Status bisa berupa kalimat pendek/panjang, kutipan, emotikon, atau apa pun yang menggambarkan suasana hati Anda. Tidak perlu ragu — silakan tulis dengan bebas di bawah ini.)
","2.  Menurut Anda, setelah membuat status pada no. 1, status tersebut termasuk ke dalam kategori sentimen apa?

Petunjuk Kategori Sentimen:

Positif: Status yang mengandung perasaan senang, bahagia, bersyukur, optimis, memotivasi, atau memberikan dukungan. Contoh: ""Hari ini aku merasa sangat bahagia dan penuh semangat!""
Negatif: Status yang mengandung perasaan sedih, marah, kecewa, cemas, stres, atau hal-hal bernada pesimis. Contoh: ""Aku merasa sangat lelah dan tidak bersemangat akhir-akhir ini.""
Netral: Status yang bersifat informatif, tidak menunjukkan emosi yang kuat, atau hanya menyampaikan fakta tanpa muatan perasaan tertentu. Contoh: ""Hari ini aku mengikuti kuliah dari jam 8 pagi sampai jam 3 sore.""
⚠️ Harap baca dan pahami petunjuk di atas sebelum memilih kategori di bawah. Pilihlah kategori sentimen yang paling sesuai dengan isi status yang Anda buat pada no. 1 sebelumnya.",1. Berapa Usia Anda?,2. Jenis Kelamin Anda?
08/06/2025 22:36:44,"Ya, saya bersedia.",The real cari masalah 🤣,Negatif,26,Laki - laki
08/06/2025 23:02:06,"Ya, saya bersedia.",Tidak pernah,Negatif,28,Laki - laki
08/06/2025 23:46:58,"Ya, saya bersedia.",Merasa senang karena memiliki temam-teman sekelas yang baik,Positif,25 tahun,Perempuan
09/06/2025 0:09:21,"Ya, saya bersedia.","hargailah hal sekecil apapun, karna kamu akan menyesal apabila telat menghargai",Positif,22,Laki - laki
09/06/2025 0:53:03,"Ya, saya bersedia.",Bagiin momen indah sama keluarga & send quotes yang related dengan keadaan ,Positif,21,Perempuan
09/06/2025 5:44:49,"Ya, saya bersedia.",emotikon,Netral,25 tahun,Perempuan
09/06/2025 7:07:21,"Ya, saya bersedia.","""Tuntutlah ilmu sejak dari buaian (ketika masih bayi) hingga liang lahat (sampai meninggal dunia).""",Positif,37,Laki - laki
09/06/2025 16:40:18,"Ya, saya bersedia.",Konten,Netral,20,Laki - laki
09/06/2025 17:33:36,"Ya, saya bersedia.",Suasana di pantaiii,Netral,21 tahun,Perempuan
09/06/2025 17:35:21,"Ya, saya bersedia.",Stalking my posts won't tell you anything. Because my account is useless,Negatif,22,Perempuan
09/06/2025 17:43:41,"Ya, saya bersedia.",Tidak ada ,Negatif,18,Tidak ingin menyebutkan
09/06/2025 17:44:15,"Ya, saya bersedia.",Pusing,Negatif,21 menjelang 22 ,Laki - laki
09/06/2025 17:49:29,"Ya, saya bersedia.",Lebih sering share postingan yang lucu atau pun relate dan posting foto kenangan dengan pasangan,Positif,19thn,Perempuan
09/06/2025 17:50:26,"Ya, saya bersedia.",membuat kata kata bijak ,Positif,19,Perempuan
09/06/2025 17:56:16,"Ya, saya bersedia.",💤🏃👞🐢🤝🏼🦓,Netral,19,Laki - laki
09/06/2025 17:57:55,"Ya, saya bersedia.","Mau seberapa jauh kamu berusaha, kalo dia gak mau berubah, semuanya sia-sia",Negatif,22,Perempuan
09/06/2025 18:01:40,"Ya, saya bersedia.",Share postingan yang sesuai dengan suasana hati seperti senang dan sedih,Netral,19,Perempuan
09/06/2025 18:03:58,"Ya, saya bersedia.",Kangquen kamoe,Netral,26 tahun,Laki - laki
09/06/2025 18:06:42,"Ya, saya bersedia.",Someone please hold my tears:),Negatif,22,Perempuan
09/06/2025 18:07:28,"Ya, saya bersedia.",🙂,Negatif,22,Perempuan
09/06/2025 18:12:53,"Ya, saya bersedia.","Hidup adalah berkah, maka jalani dan nikmati",Positif,20,Laki - laki
09/06/2025 18:17:06,"Ya, saya bersedia.",https://www.facebook.com/share/p/1EjyXj8bEg/,Netral,27,Laki - laki
09/06/2025 18:17:47,"Ya, saya bersedia.",🥰🥰🥰,Positif,22,Perempuan
09/06/2025 18:18:19,"Ya, saya bersedia.",Bahagia ,Positif,23,Perempuan
09/06/2025 18:19:22,"Ya, saya bersedia.","Postingan terakhir Facebook saya adalah kalimat:

Without syntax, language is just words.
Parsing gives structure to meaning.

 Ini adalah motivasi untuk diri Saya. Dalam teori bermakna Tanpa sintak bahasa hanya kalimat. Maka dibutuhkan Parsing sebagai penyempurna kalimat supaya mudah dimengerti. Tapi bagi kalimat ini bermakna apa yang kamu lakukan hanyalah usaha agar bergerak alias buang buang tenaga. Tanpa tujuan dan visi misi yang jelas itu tidak berarti. Artinya (Berhubung saya sedang skripsian) Saya harus lebih semangat mengerjakan skripsi Saya jangan asal mengerjakan. Semua harus terstruktur dengan tujuan, visi misi projek skripsi yang selain untuk lulus itu juga bisa berguna dan jelas. ",Positif,24,Perempuan
09/06/2025 18:19:54,"Ya, saya bersedia.",Tidak pernah ,Negatif,20,Laki - laki
09/06/2025 18:22:23,"Ya, saya bersedia.",Gambar saya sendiri tidak pake kalimat,Netral,22,Perempuan
09/06/2025 18:25:26,"Ya, saya bersedia.",Bahagia ,Positif,25,Laki - laki
09/06/2025 18:26:06,"Ya, saya bersedia.","Sedih
",Negatif,22,Perempuan
09/06/2025 18:28:16,"Ya, saya bersedia.",Sepi..😓,Negatif,24,Perempuan
09/06/2025 18:30:49,"Ya, saya bersedia.",Bahagia,Positif,23,Laki - laki
09/06/2025 18:31:48,"Ya, saya bersedia.",tft :*,Positif,22,Perempuan
09/06/2025 18:32:03,"Ya, saya bersedia.","Gak pernah bikin status postingan di fb secara text, ",Netral,22,Laki - laki
09/06/2025 18:34:56,"Ya, saya bersedia.",status kata kata aja lupa soalnya udh gaada fb,Negatif,22,Perempuan
09/06/2025 18:49:09,"Ya, saya bersedia.",☺️,Positif,21,Perempuan
09/06/2025 18:51:10,"Ya, saya bersedia.","Aku Rindu ❤😥
Hampir 3 semester kita lalui, saling bertegur sapa hanya lewat pesan WA😥
Waktu berlalu begitu cepat, tanpa banyak cerita bersama yang kita dapat 😥 Kelas 12 yang identik dengan masa masa kebersamaan, masa masa mengukir kenangan, kita lalui begitu saja.",Negatif,22,Perempuan
09/06/2025 18:55:39,"Ya, saya bersedia.",Aku cinta kamu,Positif,22tahun,Laki - laki
09/06/2025 18:56:36,"Ya, saya bersedia.",Foto menggambarkan kesehatan berolahraga ,Netral,43,Laki - laki
09/06/2025 19:01:16,"Ya, saya bersedia.",Selamat pagi semua,Netral,31,Perempuan
09/06/2025 19:05:05,"Ya, saya bersedia.","Hidup bukan tentang siapa yang tercepat, tapi siapa yang paling konsisten melangkah",Positif,21,Perempuan
09/06/2025 19:05:35,"Ya, saya bersedia.",Selamat hari raya idul fitri ,Netral,22,Perempuan
09/06/2025 19:06:05,"Ya, saya bersedia.",Kenapa kehidupan itu mimpi,Negatif,22,Laki - laki
09/06/2025 19:18:25,"Ya, saya bersedia.","Tidak membuat status di Facebook , terakhir buat status buat simpan foto ",Netral,24,Laki - laki
09/06/2025 19:32:26,"Ya, saya bersedia.","We cannot choose how we are born, but we can choose how our life journey will be. ",Positif,25,Laki - laki
09/06/2025 19:39:31,"Ya, saya bersedia.","Sangt snang ketika aku mndpt sesuatu apresiasi,, mski itu skalipun sderhna",Positif,22,Perempuan
09/06/2025 19:49:29,"Ya, saya bersedia.","Attitude bukan tentang lebih tua atau lebih muda, tapi memanusiakan manusia.
untuk dihargai juga harus menghargai manusia lainnya.
berperilaku lah seperti mana ingin diperlakukan.
Kita semua punya batas, entah itu batas sabar, wajar, ataupun sadar. karna ngga semua orang bisa terus terusan memaklumi hal yang sama berulang kali.
Yang susah itu intropeksi.
yang paling mudah itu menghakimi.
tapi yang harus tetap dijaga adalah sadar diri dan harga diri.
bersikap menghargai dan tidak melukai. menjaga etika rasa dan etika bahasa.
Padahal,
empati itu bukan soal setuju. bukan soal menyamakan nilai hidup. empati, barangkali
saat kita mau coba bertanya:
""Bagaimana jika aku ada diposisinya",Negatif,25,Laki - laki
09/06/2025 19:55:45,"Ya, saya bersedia.","Cukupi wacana, jalanin aja ",Netral,45,Laki - laki
09/06/2025 20:02:49,"Ya, saya bersedia.","Alam merupakan guru terbaik, karena setiap adegan petualangan pasti akan mengajarkan ilmu yang sangat berharga untuk kita.",Positif,,Laki - laki
09/06/2025 20:05:58,"Ya, saya bersedia.",😊,Positif,23,Perempuan
09/06/2025 20:09:32,"Ya, saya bersedia.",😊,Positif,36,Laki - laki
09/06/2025 20:19:28,"Ya, saya bersedia.","when given the choice between right or being kind, choose kind",Positif,22,Perempuan
09/06/2025 20:25:59,"Ya, saya bersedia.",teman rasa pacar ,Netral,25,Laki - laki
09/06/2025 20:29:28,"Ya, saya bersedia.",Happy Graduation ,Positif,23,Laki - laki
09/06/2025 20:33:27,"Ya, saya bersedia.",foto selfie,Netral,23,Perempuan
09/06/2025 20:48:00,"Ya, saya bersedia.",p dimana anes kadinya,Netral,24,Laki - laki
09/06/2025 20:48:27,"Ya, saya bersedia.",Penuh Bahagia,Positif,21,Laki - laki
09/06/2025 20:49:24,"Ya, saya bersedia.",bucin,Netral,20,Perempuan
09/06/2025 20:53:16,"Ya, saya bersedia.","Semua status  pernah saya unggah,waktu saya masih duduk di bangku SMP,setelah itu saya sudah jarang mengunakan Facebook lagi ",Netral,21 thn,Perempuan
09/06/2025 20:54:08,"Ya, saya bersedia.","Dengan seni hidup menjadi indah, dengan agama hidup menjadi terarah, dan dengan akhlak hidup menjadi berkah",Positif,22 tahun,Perempuan
09/06/2025 21:01:20,"Ya, saya bersedia.",tidak ada,Negatif,20,Laki - laki
09/06/2025 21:04:00,"Ya, saya bersedia.",Hari ini saya merasa stress,Negatif,22,Perempuan
09/06/2025 21:09:58,"Ya, saya bersedia.","Status yang saya gunakan biasanya buat meme, suasana lebih ke bahagia",Positif,21,Laki - laki
09/06/2025 21:13:35,"Ya, saya bersedia.",COD pod,Netral,22,Laki - laki
09/06/2025 21:19:48,"Ya, saya bersedia.",Bahagia,Positif,24,Laki - laki
09/06/2025 21:20:17,"Ya, saya bersedia.",ke binjas bersama teman ,Netral,20,Perempuan
09/06/2025 21:30:30,"Ya, saya bersedia.",Bahagia,Positif,22,Perempuan
09/06/2025 21:40:22,"Ya, saya bersedia.","Jshsuhs
",Negatif,58,Tidak ingin menyebutkan
09/06/2025 21:40:37,"Ya, saya bersedia.",cekrek lagi mau ngaji,Netral,22,Laki - laki
09/06/2025 21:43:32,"Ya, saya bersedia.","Tetap dukung bakatnya, Setidaknya beliau sudah berusaha membuat malu keluarganya",Negatif,19,Laki - laki
09/06/2025 21:48:14,"Ya, saya bersedia.","Jika turun hujan
Cobalah untuk keluar ruangan...
Hitung dan rasakan
Titik air hujan yang turun dari langit.
Sebanyak itulah aku bersyukur memiliki sahabat seperti kalian.",Positif,22,Perempuan
09/06/2025 21:50:06,"Ya, saya bersedia.",Bahagia,Positif,20,Laki - laki
09/06/2025 22:37:35,"Ya, saya bersedia.",Malam minggu duduk aja d depan teras rumah,Netral,22,Perempuan
10/06/2025 0:11:37,"Ya, saya bersedia.",Sering membuat meme timpa posting atau membuat meme itu sendiri,Netral,20,Laki - laki
10/06/2025 1:33:00,"Ya, saya bersedia.","Aku kaya cape ajah ko idup aku gini gini ajah ngga ada perubahan

Kan kamu tau sendiri aku mah ngga bisa bantu apa apa",Negatif,24,Laki - laki
10/06/2025 5:05:27,"Ya, saya bersedia.","""talent is nothing without hardwork.""",Positif,22,Laki - laki
10/06/2025 6:06:55,"Ya, saya bersedia.",Hidup itu bergantung pada moral masyarakat.,Positif,17,Laki - laki
10/06/2025 7:49:48,"Ya, saya bersedia.",Saya pernah membuat status di facebook tentang perasaan yang sedang saya rasakan. Saya juga pernah membuat status dan menganggap foto saat liburan.,Netral,21,Perempuan
10/06/2025 8:05:40,"Ya, saya bersedia.",Saya pernah memposting kebersamaan ketika suasana lebaran idul Fitri dan idul Adha ,Positif,22,Perempuan
10/06/2025 8:08:28,"Ya, saya bersedia.",Persib harga mati,Netral,25,Laki - laki
10/06/2025 8:31:24,"Ya, saya bersedia.",🤧🙂,Negatif,,Perempuan
10/06/2025 8:55:34,"Ya, saya bersedia.",Never give up,Positif,23,Laki - laki
10/06/2025 9:08:25,"Ya, saya bersedia.",Penjualan ,Netral,22,Laki - laki
10/06/2025 9:50:45,"Ya, saya bersedia.",pernah menulis bahagia ,Positif,21 tahun,Perempuan
10/06/2025 10:07:30,"Ya, saya bersedia.",🙂,Negatif,20,Perempuan
10/06/2025 10:28:09,"Ya, saya bersedia.","""Banyak yang singgah, namun sulit memastikan yang sungguh""",Negatif,22,Perempuan
10/06/2025 10:35:57,"Ya, saya bersedia.",you got nowhere to run,Negatif,20 Tahun,Laki - laki
10/06/2025 10:53:47,"Ya, saya bersedia.","1 Mei 2025 — Untuk Mereka yang Tak Pernah Berhenti Berjuang

Hari ini adalah pengingat bahwa kerja bukan sekadar kewajiban—ia adalah bentuk keberanian, pengorbanan, dan cinta diam-diam kepada hidup.

Namun keberanian itu tak boleh terus-menerus ditukar dengan ketidakadilan.
Kasih sayang tidak berarti membiarkan diri ditindas.
Dan cinta damai bukan alasan untuk membisu di hadapan ketimpangan.

Buruh bukan alat. Mereka adalah manusia.
Manusia yang pantas diperlakukan dengan adil, didengar, dan dihargai.

Jika dunia tak berubah, maka biarlah kita yang menggerakkannya.
Bukan dengan amarah yang membakar segalanya,
tapi dengan kekuatan yang lahir dari niat tulus:
melindungi, membebaskan, dan menghidupkan kembali martabat manusia.

Selamat Hari Buruh.
Untuk semua yang memilih tetap baik—meski dunia kerap tak adil.

#mayday #hariburuhsedunia #hariburuh2025",Positif,19 Tahun,Laki - laki
10/06/2025 11:58:28,"Ya, saya bersedia.","Gabut cuy, infokan mabar ",Netral,22,Laki - laki
10/06/2025 11:59:47,"Ya, saya bersedia.",ungga foto no caption,Netral,21,Laki - laki
10/06/2025 12:08:42,"Ya, saya bersedia.","Kadang lelah bukan karena pekerjaan, tapi karena hati yang terus berusaha kuat😔
",Negatif,22,Laki - laki
10/06/2025 12:37:02,"Ya, saya bersedia.",Kapan nyusul...???,Netral,24,Laki - laki
10/06/2025 12:49:47,"Ya, saya bersedia.",Status barcelona menang telak lawan real madrid ,Netral,23,Laki - laki
10/06/2025 13:06:23,"Ya, saya bersedia.","Bade sate ayam, sate kambing, atanapi saterasna sareng abi🙂",Netral,21,Perempuan
10/06/2025 13:39:44,"Ya, saya bersedia.",bahagia,Positif,18,Laki - laki
10/06/2025 13:49:28,"Ya, saya bersedia.","Keberkahan ilmu bukan diukur dari seberapa lama kamu berada di pondok
Melainkan seberapa besar cintamu terhadap guru",Positif,21,Perempuan
10/06/2025 14:55:12,"Ya, saya bersedia.",tidak pernah punya facebook,Negatif,22,Perempuan
10/06/2025 14:57:01,Tidak.,,,,
10/06/2025 16:17:27,"Ya, saya bersedia.",Diumur segini kalo gak enak badan malah plis jangan drop dulu ,Negatif,23,Perempuan
10/06/2025 16:45:03,"Ya, saya bersedia.",Tidak main facebook,Negatif,21,Tidak ingin menyebutkan
10/06/2025 19:59:51,"Ya, saya bersedia.","paling tentang fast and furious saja, yang kehilangan temannya ",Negatif,20,Perempuan
10/06/2025 21:40:03,"Ya, saya bersedia.",Jangan lupa bersyukur untuk hari ini,Positif,22,Perempuan
11/06/2025 8:19:45,"Ya, saya bersedia.",yep,Netral,yop,Laki - laki
11/06/2025 9:39:03,"Ya, saya bersedia.",💦,Netral,31,Tidak ingin menyebutkan
11/06/2025 11:21:42,"Ya, saya bersedia.","Tidak pernah buat status ,only for buy something ",Negatif,25,Laki - laki
11/06/2025 11:48:52,"Ya, saya bersedia.",Be yourself,Positif,24,Perempuan
11/06/2025 16:28:21,"Ya, saya bersedia.",main dulu kita,Netral,22,Laki - laki
12/06/2025 9:14:53,"Ya, saya bersedia.","Aku senang menulis sesuatu, seperti menulis puisi ataupun cerita",Positif,22,Perempuan
12/06/2025 9:42:55,"Ya, saya bersedia.",Kadang aku sering bingung :(,Negatif,23,Perempuan
12/06/2025 19:29:01,"Ya, saya bersedia.",paling foto,Netral,22,Perempuan
12/06/2025 20:23:58,"Ya, saya bersedia.",🌻,Positif,22,Perempuan
12/06/2025 20:32:12,"Ya, saya bersedia.",Blm pernah,Netral,23,Perempuan
12/06/2025 20:34:07,"Ya, saya bersedia.",semua orang menyebalkan! i hate everyone!,Negatif,17,Laki - laki
12/06/2025 21:08:18,"Ya, saya bersedia.",:),Negatif,22,Perempuan
12/06/2025 22:03:08,"Ya, saya bersedia.","Open bom like 
Open pm
Open bl 
Adm nih bos artis dunia maya",Netral,25,Laki - laki
13/06/2025 0:00:14,"Ya, saya bersedia.",Penuh dengan rasaa bersyukur,Positif,20,Perempuan
13/06/2025 8:38:06,"Ya, saya bersedia.",otw pondok ,Netral,23,Perempuan
13/06/2025 13:42:12,"Ya, saya bersedia.","""Hari yang bahagia yang penuh cerita""",Positif,23,Perempuan
18/06/2025 23:48:46,"Ya, saya bersedia.","Aku sangat bahagia sekali, kadang hal-hal kecil bisa membuat aku tertawa lepas",Positif,19,Perempuan
19/06/2025 0:10:40,"Ya, saya bersedia.",Hallo 🙌🏻,Netral,18,Laki - laki
19/06/2025 0:13:35,"Ya, saya bersedia.",Di setiap usaha pasti ada hasil ,Positif,22,Laki - laki
19/06/2025 0:15:07,"Ya, saya bersedia.",Cape aja gtu,Negatif,26,Laki - laki
19/06/2025 0:16:39,"Ya, saya bersedia.",Sangat optimisasi🤣,Positif,20,Perempuan
19/06/2025 0:18:06,"Ya, saya bersedia.",Berkaryalah tanpa batas!!!!,Positif,21,Laki - laki
19/06/2025 0:19:18,"Ya, saya bersedia.","Kalo sepi posting lagih
Gagal coba lagih. 
Karna yang sukses ituh pasti berawal dari ke ggalan. 
Selamat malam besti ku. 😊",Positif,25,Laki - laki
19/06/2025 0:26:55,"Ya, saya bersedia.",Laki laki tidak bercerita,Netral,26,Laki - laki
19/06/2025 0:27:59,"Ya, saya bersedia.",Bismilahhhh💪🏻💪🏻💪🏻,Positif,24,Laki - laki
19/06/2025 0:30:03,"Ya, saya bersedia.","Beda generasi, satu frekuensi",Positif,28,Perempuan
19/06/2025 0:31:48,"Ya, saya bersedia.",smoga dri lelah perjuangan ku ini ada hasil nya💪,Positif,35,Laki - laki
19/06/2025 0:32:43,"Ya, saya bersedia.","semua butuh doa selebihnya biar allah yang jamin 

#shanjaydms
#fypseindonesia
#sorotansemuaorang",Positif,24,Laki - laki
19/06/2025 0:34:04,"Ya, saya bersedia.",info freelance yg amanah,Netral,20,Laki - laki
19/06/2025 0:45:20,"Ya, saya bersedia.",Ronaldo tidak seperti Messi 😭,Negatif,21,Laki - laki
19/06/2025 0:51:29,"Ya, saya bersedia.","Semakin kesini semakin akrab sama kata-kata sabar, jalanin aja, wios tenanaon.",Positif,24,Laki - laki
19/06/2025 0:53:05,"Ya, saya bersedia.","Udh ke buronan bank tiap hari ada ajj yg telp ini nomor udh gk aman 😒 ganggu tiap hari kalo tlp buat transfer duit si boleh"" ajj yg gk pnting bgini geraaaahhhhh🤭🤭",Negatif,19,Perempuan
19/06/2025 0:54:03,"Ya, saya bersedia.","Sebenarnya aku juga bisa sepertimu, tapi aku tidak setega kamu.",Negatif,23,Laki - laki
19/06/2025 0:55:01,"Ya, saya bersedia.","Manusia selalu menginginkan yang terbaik, tetapi lupa untuk menjadi baik.",Negatif,25,Laki - laki
19/06/2025 0:56:04,"Ya, saya bersedia.","5 kata untuk diriku sekarang, sabar, ikhlas, berdoa, kuat, semangat.🌻",Positif,21,Laki - laki
19/06/2025 0:56:55,"Ya, saya bersedia.","Mulai sekarang harus ingatkan ke diri sendiri untuk jangan bereksprektasi terlalu tinggi terhadap apapun dan siapapun, ingat manusia itu sumber kecewa dan berubah tiba-tiba.",Negatif,24,Laki - laki
19/06/2025 0:58:01,"Ya, saya bersedia.",Ohh malam minggu.,Netral,19,Laki - laki
19/06/2025 0:59:07,"Ya, saya bersedia.","berprasangka baiklah, kepada semua orang, tapi jangan kau sangka semua orang itu baik..",Negatif,21,Laki - laki
19/06/2025 1:00:06,"Ya, saya bersedia.",Pertemuan adalah ngopi yaww,Netral,19,Laki - laki
19/06/2025 1:01:51,"Ya, saya bersedia.",Ya allah cocoba hiji demi hiji gusti nu agung😭😭😭,Negatif,22,Perempuan
19/06/2025 1:04:03,"Ya, saya bersedia.","Bangun pagi masih di beri nafas dan kesehatan ,
Itulah Rezeki yang tak ternilai...

#fyp #viral",Positif,24,Laki - laki
19/06/2025 2:33:35,"Ya, saya bersedia.","""Bismillah ruangan 19""",Netral,22,Laki - laki
19/06/2025 10:26:43,"Ya, saya bersedia.",😁,Positif,25,Perempuan
19/06/2025 11:19:54,"Ya, saya bersedia.",Pagi yang cerah sangat indah,Positif,24,Perempuan
22/06/2025 5:56:02,"Ya, saya bersedia.",Napoleon Bonaparte sebuah contoh pemimpin yang genius dan berani,Positif,22,Laki - laki
22/06/2025 14:38:01,"Ya, saya bersedia.",Jangan lupaa bahagia ,Positif,22,Laki - laki
25/06/2025 16:16:36,"Ya, saya bersedia.","Kebanyakan sii membagikan momen tanpa caption, dan itu identik dengan momen positif, tapi pernah juga upload tentang rasa insecure nya aku dan introvert nya aku",Netral,22,Perempuan
27/06/2025 18:35:18,"Ya, saya bersedia.",Kadang-kadang hidup just kidding,Netral,22,Perempuan
28/06/2025 7:14:16,"Ya, saya bersedia.",Aku seneng banget ketemu mama🤗,Positif,22,Perempuan
28/06/2025 7:18:03,"Ya, saya bersedia.",Aku merasa sedih aja gtu dan lelah dengan semuanya🥲🥲,Negatif,18,Perempuan
28/06/2025 7:19:00,"Ya, saya bersedia.",Hari ini aku tidak bersemangat dan merasa penuh tekanan,Negatif,23,Laki - laki
28/06/2025 7:20:02,"Ya, saya bersedia.","Sejujurnya, aku merasa sedih dan lelah dengan hidup ini🙂",Negatif,19,Laki - laki
28/06/2025 7:21:35,"Ya, saya bersedia.",Sedih🥺😭,Negatif,20,Perempuan
28/06/2025 7:23:19,"Ya, saya bersedia.",Kadang suka pengen marah kalo dket sama anak kecil🤬,Negatif,20,Perempuan
28/06/2025 7:26:16,"Ya, saya bersedia.",Kcewa aja sma orng yg prnah kita tlong pas kita susah mlah gkk ada sma skali mau ngbantu kita,Negatif,22,Perempuan
28/06/2025 7:27:18,"Ya, saya bersedia.",Sakit🤒,Negatif,24,Perempuan
28/06/2025 7:28:22,"Ya, saya bersedia.",Hampaaaa!!!!!,Negatif,26,Perempuan
28/06/2025 7:29:26,"Ya, saya bersedia.",Takut🥺🥺,Negatif,22,Laki - laki
28/06/2025 7:31:25,"Ya, saya bersedia.",Gak kuat rasanya pngen nangis aja setiap hari😭😭😭,Negatif,18,Laki - laki
28/06/2025 7:32:25,"Ya, saya bersedia.",Sendirian🙂,Negatif,19,Laki - laki
28/06/2025 7:33:14,"Ya, saya bersedia.",Sendiri :(,Negatif,22,Laki - laki
28/06/2025 7:34:38,"Ya, saya bersedia.","Yg aku rasakan setiap hari sedih, marah, kecewa, lelah, gelisah, sakit, hampa, takut, menangis, sendiri🙂",Negatif,20,Perempuan
28/06/2025 7:35:51,"Ya, saya bersedia.",tidak bersemangat,Negatif,20,Laki - laki
28/06/2025 7:36:49,"Ya, saya bersedia.",merasa sedih ,Negatif,23,Laki - laki
28/06/2025 7:37:36,"Ya, saya bersedia.",sangat kecewa,Negatif,22,Perempuan
28/06/2025 7:38:22,"Ya, saya bersedia.",lelah batin  ,Negatif,23,Perempuan
28/06/2025 7:39:03,"Ya, saya bersedia.",penuh tekanan,Negatif,20,Laki - laki
28/06/2025 7:39:54,"Ya, saya bersedia.",sendiri terus,Negatif,25,Laki - laki
28/06/2025 7:41:25,"Ya, saya bersedia.",sakittt hati,Negatif,20,Laki - laki
28/06/2025 7:42:06,"Ya, saya bersedia.",patah semangat,Negatif,27,Laki - laki
28/06/2025 7:43:04,"Ya, saya bersedia.",tak berguna,Negatif,21,Perempuan
28/06/2025 7:43:41,"Ya, saya bersedia.",tidak kuat,Negatif,20,Laki - laki
28/06/2025 7:44:52,"Ya, saya bersedia.",aku merasa sedih,Negatif,20,Laki - laki
28/06/2025 7:45:30,"Ya, saya bersedia.",tidak ada harapan  ,Negatif,23,Laki - laki
28/06/2025 7:46:20,"Ya, saya bersedia.",semuanya terasa hampa ,Negatif,24,Laki - laki
28/06/2025 7:47:17,"Ya, saya bersedia.",Lelah dengan hidup  ,Negatif,20,Laki - laki
28/06/2025 7:47:52,"Ya, saya bersedia.","aku sangat kecewa  
",Negatif,23,Laki - laki
28/06/2025 7:48:27,"Ya, saya bersedia.",tidak tahan lagi  ,Negatif,26,Perempuan
28/06/2025 7:49:04,"Ya, saya bersedia.",aku butuh bantuan ,Negatif,20,Laki - laki
28/06/2025 7:49:44,"Ya, saya bersedia.","aku butuh bantuan  
",Negatif,29,Laki - laki
28/06/2025 7:50:17,"Ya, saya bersedia.","sangat stres hari ini  
",Negatif,20,Laki - laki
28/06/2025 7:51:56,"Ya, saya bersedia.",sangat stres hari ini mencoba tidur saja sangat sulit,Negatif,23,Perempuan
